RegionID,SizeRank,RegionName,RegionType,StateName,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21
394807,43,"Louisville-Jefferson County, KY",Msa,KY,137811,140867,144234,146183,147850,145517,143965,137493,135660,133328,133075,132325,134992,137950,141533,143200,144317,142317,139483,136167,134800,133783,134783,137783,139600,143933,145300,150000,152658,151325,146992,145000,144833,145833,144167,144000,143000,143833,145800,152450,152783,151150,145263,142763,140096,139333,138000,140667,143667,147500,148833,148333,147167,145833,146608,146608,146942,141667,137833,135833,138083,143917,150583,157000,157833,155800,150967,148800,144875,143008,139975,139933,141967,146000,152000,156167,159167,156867,154033,149350,147983,146650,148333,150000,154167,161333,167750,171250,168750,162667,159649,156632,157432,155750,154067,154267,155967,162333,168000,175667,177667,176500,171167,169500,166167,164817,161458,162625,165765,172457,180457,186333,186300,182300,178467,178250,178583,177583,175500,174500,176000,182333,188667,196083,194533,189367,183783,183000,185167,185021,185021,185021,186049,192591,201758,210708,211833,206725,201692,196358,197800,192833,192500,192000,199317,204317,210233,217583,223917,224667,221667,220000,217333,214000,211333,213083
394669,44,"Hartford, CT",Msa,CT,252333,255667,258000,258967,266217,259850,255883,243133,238667,229333,224833,223333,229967,233300,243300,246833,247500,237867,231450,230783,235083,234000,230667,229333,228333,233150,239817,248133,252983,248633,245317,243983,243317,239983,230983,225000,226667,229000,238150,240150,243483,237000,230000,221667,215000,211667,211633,211467,212383,218250,230817,242567,246067,236667,230667,222967,224208,220542,213558,210983,212983,224000,232583,240917,242250,237833,230333,225000,221667,220833,220833,217333,214167,216667,227750,239217,240050,235800,224167,222500,218333,215000,207667,210500,217167,225833,232000,233667,235333,231333,227667,221667,220000,222000,222833,219500,219500,225167,240017,246683,251517,244967,241633,234300,230333,228333,225667,229167,232000,239583,245950,252450,253867,246333,237967,230633,230633,229817,233150,235208,238692,240392,247333,254700,259633,252300,244967,236667,234000,227333,223983,224983,231650,241667,249083,255750,257117,250367,242867,240000,240667,241467,236633,238300,243333,251300,257300,263967,271333,275567,275567,274233,273000,273000,271167,271500
395022,45,"Richmond, VA",Msa,VA,215967,223075,226608,229645,230870,224203,220000,216333,218167,215000,210333,203500,201667,205500,209800,212708,210542,206075,203133,199800,202633,204767,201533,197040,194940,200007,204167,211167,217000,213333,208000,203333,205333,203333,193667,190933,189600,194600,197838,202588,208430,203008,196575,187429,191913,185263,181684,176451,185576,192458,202458,211521,213188,204188,194333,196000,199992,199992,195575,193908,196629,201749,210091,214037,218333,216500,216500,210500,210042,204625,202292,201250,205000,210833,217500,219167,223083,218050,217367,212617,216650,212317,209067,204067,207417,215667,221333,227750,228583,222917,219833,218000,222333,219000,216339,214798,219464,224792,231667,237000,238333,233500,230167,230500,231667,229372,227816,228474,232402,235625,241633,248333,251000,246900,237817,235150,239242,241658,241625,238967,243963,247663,253609,256279,256646,250450,244433,243733,246317,245667,242367,244367,251033,259317,264558,268391,270741,267167,265667,263064,265664,260664,255933,255588,262722,272705,275783,280317,282000,286333,288195,288545,289862,284333,286150,288500
394910,46,"New Orleans, LA",Msa,LA,167750,170000,169667,174708,175708,176708,172000,167000,165000,159667,160667,159000,162333,163667,167333,174583,174583,172733,165817,163467,161317,159317,158833,161083,162750,163917,163500,166833,169500,166667,166667,165050,167883,164550,163067,158900,158900,160333,165750,167617,165950,162533,159000,159000,158300,156633,153300,151833,156750,160083,164583,165667,167633,166300,163633,161667,161667,165000,162167,158833,157167,165667,174333,179300,177425,174342,171042,170583,171667,170833,170467,170133,169573,171773,172773,176967,174133,171800,167333,170667,173000,171317,167317,167150,172167,178833,181000,184333,181667,178000,174667,175333,178667,176960,175960,175293,177817,183275,186608,190792,188333,185650,181467,183133,183150,185650,182317,183650,182000,188667,194667,202583,202250,197583,194500,193167,198500,198750,197550,192767,191017,195550,202667,210250,210250,208333,203269,203801,203051,202750,201052,199385,200500,203913,212246,218413,220167,215167,213933,214600,217933,218333,216333,214750,217050,220967,227517,230600,234017,233050,233667,236350,237350,236017,234000,237333
394425,47,"Buffalo, NY",Msa,NY,112667,117667,119333,120917,120250,116583,115667,114000,111000,106000,103333,106583,109917,114917,118233,122533,122833,120350,116150,115683,115600,119500,118500,115833,115167,116333,121667,124983,127650,130400,130417,128717,124967,124800,122500,119567,116400,118233,123500,127307,130107,131107,127633,124000,121333,118333,116000,116333,117333,122417,126417,132083,133000,130633,128267,128267,126633,125833,122333,121333,120717,124217,129517,135933,139767,138800,134833,129667,126333,124333,122667,122633,123133,126133,128500,132300,137300,138300,136667,130167,128167,125833,125000,122273,126990,127807,134200,135746,140930,140013,136750,133067,130633,132217,132050,131943,129693,129876,136667,142833,148967,146967,145533,141733,139750,136683,133417,132267,133517,140117,147083,152467,155467,156467,154650,151483,147409,145593,143426,142500,142800,146133,150217,158583,163583,166483,162383,159717,155497,152397,150030,150267,153133,158167,166083,172083,176700,174617,172950,168000,166200,163200,160200,159667,164300,172633,175550,180583,185750,193379,193379,190213,187518,184518,180101,176917
395012,48,"Raleigh, NC",Msa,NC,199500,203833,208833,216333,216333,208667,206250,201247,203913,199997,199667,198833,195500,194167,189833,194000,194083,190917,188583,187167,191333,194500,189500,188167,187500,194167,203000,206000,208333,205667,203333,206333,204333,202667,197000,193333,192000,195333,201333,205833,203500,197667,195250,197583,200917,195167,190000,188500,197083,203917,208417,208167,206167,202000,200667,206000,209333,208833,198867,198700,200200,209833,211333,216000,216333,214333,216000,213333,219667,216000,217000,214167,216833,221500,225000,228333,227000,225167,223500,224167,223417,220083,218667,223917,228083,233833,239167,242667,242667,237667,237667,238667,239667,235317,232317,231483,237167,242500,250333,252000,252333,249750,250750,251083,253250,255333,254667,255917,258833,266667,271167,272800,270883,267550,267583,269917,274317,273400,274483,273817,279733,282067,285817,286817,285900,284417,282083,284667,285333,286833,286500,288833,293615,296948,299615,300633,300867,300867,301233,304667,306333,306650,305650,307317,311667,312904,313071,312404,317167,320333,322667,321750,321568,318701,319618,325361
394388,49,"Birmingham, AL",Msa,AL,151767,156767,160300,162833,159500,155917,149887,149553,150120,143442,140258,139108,144650,150667,155500,162000,163500,160500,157667,154317,156281,154281,152008,148043,151043,156115,160948,159615,159500,157500,159133,159100,159600,155967,151000,149143,149477,156110,161300,163633,162667,157967,157300,153633,155333,153633,155283,155250,161283,167633,177667,184333,183667,178500,173333,174108,175850,178350,177458,184183,187517,198300,202333,209333,207833,200167,195500,193667,196500,193167,191833,186333,188167,190833,197167,198250,198583,196583,191333,185000,182833,182833,182167,183000,186342,195675,198342,200000,193000,185333,178667,174333,173750,170417,168915,171165,179498,187833,194333,195367,192200,186533,181833,181333,178833,178583,174417,174775,180141,190107,197387,195938,192972,189667,188000,185167,184167,181733,182089,184589,190356,199167,206000,209633,204967,200633,197000,196667,196417,194417,193250,195133,203800,213300,218633,216967,215300,208333,207000,204667,208000,205000,206927,213593,224560,228633,229300,229300,228967,231117,230817,233483,228967,225967,224967,229333
395053,50,"Salt Lake City, UT",Msa,UT,232483,235150,237650,239167,237833,233667,232517,231183,231183,230978,228795,229694,227049,226899,227000,225500,225500,220917,218083,213083,213333,213300,214267,210933,209267,206633,213894,220094,226328,222400,217400,211250,207482,202232,198149,194083,191500,191942,194325,199158,197717,192983,187233,185821,186004,185154,183400,181717,186817,193317,199667,199333,203250,203083,206250,205667,209607,210023,213357,214917,220000,224400,232067,237400,240000,237317,231883,226967,227083,227050,229300,229867,231000,236333,239000,244667,243233,242233,240733,239167,241833,243667,240382,238715,238715,248667,257333,262000,259458,257425,254842,256383,254750,253667,253000,254667,260000,266167,273000,278967,280478,277561,273261,272233,273033,276033,276033,280763,287580,297296,304516,304699,303333,300333,302300,305267,305267,303300,303483,312983,319650,327627,329460,333960,331167,327800,326717,327050,322500,321417,321116,325699,330456,339090,350173,355417,355083,354000,351650,351733,351733,353417,357817,363067,367483,369667,374417,381667,389667,393700,396850,397183,401817,402000,412667,425667
395031,51,"Rochester, NY",Msa,NY,114000,118167,122167,124167,125667,123833,120983,118017,117600,115783,116750,117667,119817,119483,121117,124300,125967,124333,121633,119967,118300,116667,115667,117300,119967,124267,126600,128933,128967,129500,126167,123500,120500,121333,119833,118333,117483,121150,124150,127500,126333,127667,125417,127050,124050,122633,118033,118367,119633,122600,126075,129308,133142,134000,133167,129333,126000,124000,122000,124333,126300,129633,132283,137283,140917,138267,131634,127650,127650,125983,123733,123067,124483,127650,130950,136200,135633,134333,131750,133750,131417,128967,125633,124967,124967,127967,133100,139768,142101,139634,135667,133667,134667,131583,129500,126708,130042,133042,138833,143083,145500,143833,139900,137900,137483,137167,135000,133667,134083,139458,143875,148542,148967,146300,143300,137667,136500,134334,134334,135500,137667,145000,150000,156000,156000,153333,149583,146250,144667,141083,138917,138667,141667,147533,155700,162117,164914,161914,157164,153000,152000,152667,149508,151508,155842,163000,165000,167667,172967,176300,178633,176186,175869,169536,166017,163667
394640,52,"Grand Rapids, MI",Msa,MI,128500,131800,133800,134300,135186,132852,130802,128117,125617,123162,120329,119262,118933,120267,120300,122800,122117,123817,123817,122833,120233,117233,117233,119667,120617,121950,121950,122667,121333,122667,124083,122833,120467,119917,121167,119500,118008,120342,122042,125167,124150,124117,120617,118300,119667,119417,117083,114750,115667,120333,126000,128750,130917,129900,129817,127917,127067,123733,122133,121542,125542,131442,135567,138567,139417,139750,137567,134050,132550,130067,129083,127250,129417,133833,138483,143317,144150,145500,144500,142000,136150,133483,132483,135667,139750,145750,150717,152917,154583,153700,151717,148950,147867,147567,147250,146083,148750,154833,161492,165158,166475,166150,165983,165000,163833,160650,160317,162983,169833,175167,179333,180467,181133,180633,178233,177533,174867,176467,174333,178667,182167,191000,195000,197500,197483,196817,194983,191167,188733,187733,188900,192000,199667,207333,213333,215000,215333,212333,211333,207529,208529,204529,207517,213767,220767,222917,224667,231350,234683,237017,235000,235090,231756,226756,227917,236250
395167,53,"Tucson, AZ",Msa,AZ,215612,215123,215178,215178,213188,205521,203855,198667,199693,198027,199690,197663,195663,194250,191583,188583,183333,181167,177626,175561,173790,177914,176646,175433,172600,172600,171083,172563,174196,176986,172757,174440,176650,174983,169667,162800,162367,161000,159533,155217,153583,150417,149833,148151,148151,146817,146833,149667,153393,155227,156893,158833,159917,161917,160583,163500,164167,166500,167039,168039,170373,170833,172500,172500,175333,174333,173667,174333,174083,175750,173083,176000,176000,178333,180667,185667,187333,186633,185633,181300,179921,177255,179921,181333,181000,182000,181917,184615,186282,186665,187300,186967,188333,186500,185432,182765,184265,185917,191917,194583,197417,193667,190661,189245,189495,190500,192500,196000,199667,203333,207333,209833,206538,207205,207205,211917,212083,209583,208167,206667,211750,213735,215401,215818,216500,217082,217582,220582,221633,223967,220967,221417,219750,225383,229133,233467,231167,230333,230000,229000,231500,230833,236500,238969,242702,242036,242733,248967,254800,260054,262088,264588,266167,268500,273467,282240
753924,54,"Urban Honolulu, HI",Msa,HI,573333,589667,569667,571333,567167,563833,556667,547500,562767,548267,543600,528333,538333,535000,535833,537583,539250,541773,531690,535023,525000,535667,538167,544833,540833,540000,540000,548000,566763,581930,575597,554735,539235,538235,542000,540667,547083,551250,547917,552000,542000,544758,528359,532442,533017,548250,555000,565667,552333,558517,554100,570433,557583,565997,562997,567597,560368,555368,545601,554000,567000,567417,574917,565250,593333,589333,599333,587667,599833,600000,620000,605167,596500,588167,598167,610000,603374,606707,611207,624043,620710,621877,614833,610167,591167,595333,591667,601667,601667,608333,611667,607333,597750,607750,602083,613333,611667,616667,621667,626667,630000,628333,626667,631667,631667,626667,618333,619083,614083,632417,648333,663667,663667,658667,663333,666667,670000,671667,671000,664333,656667,659000,667333,676667,680226,681393,689726,684500,684000,681167,679500,681833,675833,674167,671833,680667,692167,694833,686500,682333,683667,682000,686333,701667,720000,728583,718917,720583,728667,752333,765667,778833,783167,786500,791667,811083
395169,55,"Tulsa, OK",Msa,OK,122983,126650,128983,131803,133470,131137,130667,128000,128583,126250,127083,128167,128000,129000,130000,132333,131500,129833,128333,127583,126250,125917,123833,124500,126500,128317,131650,134650,137500,137000,133333,133306,133472,132972,129917,126417,124917,122833,126833,129500,136167,135667,136500,133889,134722,131556,129167,126667,129000,135000,138000,140333,140917,140500,140167,139250,141667,143000,139833,139833,141000,145167,147333,149167,149500,149000,146000,144500,144483,142983,141483,139500,141867,145533,148283,152833,154833,151917,149167,147833,151167,148500,147796,146213,150713,152750,156633,156800,156133,154333,152300,151633,148967,146000,144333,145300,147967,152467,154833,160167,159917,160750,156167,155917,155417,156667,155667,154667,155917,159741,163074,166824,166667,165667,164000,164167,165000,164167,164000,163667,164500,166167,168333,169333,170000,169250,168917,169167,167333,166500,162916,164833,167500,174333,179333,182083,179083,175583,173000,172861,175361,176611,179583,180424,183424,186090,190250,196667,201667,206667,206667,205833,205500,203500,203667,204000
394619,56,"Fresno, CA",Msa,CA,254167,250667,250833,243000,236583,229750,226417,222333,217833,204833,199500,195333,198500,197000,196333,196250,198750,199750,201750,202083,196583,189333,182333,185333,182083,184083,180083,181167,180667,182167,183167,178500,178167,169500,168000,161667,166417,164417,166083,166750,170083,170750,167300,165633,165967,166000,164333,161833,165333,168833,169833,170333,171167,173333,174333,172833,174500,170500,175333,175333,185667,188000,195098,199098,204765,207667,205667,210500,212833,214833,210833,215167,218167,220167,215667,217161,219411,222327,224167,222583,221000,222417,223667,226233,226067,229317,231583,234000,235500,235167,233167,236333,236333,237250,232250,234250,235917,238583,240250,242667,245000,246667,248333,250000,248667,245333,242000,243333,246333,251167,255583,260917,265083,267333,267333,269167,270833,267500,269500,267833,271167,270917,274250,277583,278000,276167,277667,276500,276917,275417,276167,282583,284083,286500,283417,286053,286053,290803,291667,295750,295083,296750,296083,296000,296833,298417,304167,310750,315083,315083,317000,317667,319333,317667,326000,331000
395238,57,"Worcester, MA",Msa,MA,246167,246833,243817,247150,247150,240000,232633,226300,224633,223333,218000,217667,216333,223000,221333,223833,223817,224150,221983,218667,219333,218000,215750,218083,222717,229967,238300,236333,237333,229333,232667,228333,224000,209333,205167,204833,212833,212667,219257,224257,226923,217500,211500,206500,202967,202300,195967,200167,197500,208083,214917,221583,221417,211167,207134,203717,207717,206083,208717,212467,217633,221367,230200,235950,240583,230917,228000,220833,220833,218983,218817,224483,225250,229583,234917,238500,241467,232467,229467,228417,228470,224303,220387,223000,227983,232950,241873,248523,251556,245633,242333,235767,235100,230433,228357,224917,227917,233460,244567,254400,261150,258150,254983,249667,251167,244667,246000,244633,252800,260100,269967,273917,277283,270617,270000,266667,268000,264667,258033,255033,256250,264883,281550,290333,293333,286633,278300,274300,269333,269333,265000,264083,268250,277583,289067,296033,300033,296550,293633,290300,292383,290833,286167,285900,292567,308067,314167,327483,331650,340483,334417,332850,328017,330767,322833,324500
394415,58,"Stamford, CT",Msa,CT,477167,493833,512167,552500,560917,542283,498867,465367,436917,411167,397583,402167,408833,422500,438333,461667,473333,468333,447333,436917,426250,447250,441000,439833,426500,437000,462167,508500,536333,522000,469333,451000,445333,456417,439750,436208,439792,470375,512250,519750,517500,505833,463333,415000,371667,375000,378333,378333,390000,421500,459833,497500,499333,478167,437167,422167,428333,412333,399000,380667,411667,443333,481667,505000,505000,481667,439625,416292,413792,428500,421833,408333,412333,444833,486667,502583,505083,470917,441333,419667,433000,434667,427567,414233,437900,468333,491833,495500,483833,465333,451200,432867,429533,412500,417500,417500,423333,430000,443333,461667,466667,463667,444750,434750,422750,441417,444417,454417,463000,479667,496333,487167,479167,462500,443333,438333,441667,453500,465167,456833,461667,450500,472167,490500,506483,489783,453117,428300,423333,433333,430833,430623,426207,442373,459250,472333,475333,460076,441409,428076,431667,452667,450167,442000,441850,459017,487850,505333,535667,549000,560667,545667,548333,536667,556667,550917
394312,59,"Albuquerque, NM",Msa,NM,186692,190275,195000,199583,196917,191083,185917,180750,179750,177000,179167,180167,180167,180150,179733,181400,180417,179167,175833,173833,171767,171667,170233,171133,171733,174667,176300,180133,181300,181667,179900,177567,177044,173894,172228,166750,165875,163875,164875,168000,168123,168456,165123,162667,160333,160333,161300,161633,163136,166502,169919,169417,167750,167667,166912,165912,164745,161833,161167,163797,166130,169463,167967,172300,176133,178283,174358,169525,170408,171967,172633,168796,168829,173056,175560,180893,181167,180821,177154,174654,175333,173000,170083,169417,172083,176667,182154,184154,186487,183000,182333,180000,178333,176667,175000,177000,180010,184243,188910,190133,190233,188817,189250,186583,184667,183333,184667,185333,188300,192633,196217,198217,198717,199433,197800,198300,194000,190667,188500,190921,197754,201588,205583,206750,207750,204333,200333,198333,201333,202333,202333,203000,208083,216117,223783,228350,227983,225317,224500,223817,224783,222950,223800,227167,231748,231582,233248,238333,248667,252000,254333,252333,254998,254332,257998,260667
394308,60,"Albany, NY",Msa,NY,170667,174500,175500,179250,183167,186333,181917,177583,175250,173583,168667,166833,167800,173550,175883,176750,175967,177675,175842,173042,168833,166167,168333,170167,172833,173333,176333,178000,179667,183357,185690,187357,180500,176500,172633,170133,169967,170500,173167,177617,178950,177450,175833,172167,173667,168667,168417,167250,169000,171583,175583,182650,185983,186483,181667,180333,179333,175133,173717,173050,176083,174833,176500,182167,188500,188313,183813,177313,172500,174309,176642,178309,176483,174983,177400,182417,187583,187500,181500,178583,179583,179917,176983,174983,177317,183000,182917,185067,183213,185429,182279,180767,176633,175133,171167,171833,173300,180133,184467,188833,189667,187067,185780,183746,185263,182517,179217,175967,178000,179000,184967,188633,195117,192733,188983,185500,184583,181750,179667,181983,190400,194567,197917,198083,202167,200167,196317,194483,190817,191917,188583,192583,190967,192633,196967,205667,209000,207967,203300,200633,200083,200567,199900,198817,200833,208300,210967,213467,215413,222080,225413,224333,224333,221000,216000,212900
394938,61,"Omaha, NE",Msa,NE,134136,137969,139327,140775,139275,138000,136983,134317,130950,126967,126050,128483,130117,132700,133967,136667,137167,138167,136500,133967,132633,134967,134250,134583,132583,135000,136000,138000,138333,134833,131133,132092,134242,136608,133317,130000,127792,129458,134458,138583,138933,136267,134017,132300,132633,129300,126833,125833,129500,136667,141658,145992,146992,146333,142667,138667,138167,137167,137833,134667,135000,138833,147167,155167,156500,154167,152500,150667,149000,145667,144833,145833,146167,148000,152000,156667,160000,157333,155000,155667,155000,154000,150000,151667,153333,159000,165667,170000,170000,165568,163901,162551,162650,162983,162333,162667,161333,163333,167333,172333,173333,171667,169506,169506,169173,169667,167333,167333,167417,174417,179417,181000,180000,178667,178167,177833,174500,176667,176667,178333,179167,182500,188833,194667,194667,193333,192667,192667,192833,191833,192833,193317,194151,199817,204333,208833,207167,204333,202333,199333,197167,192167,195000,199667,208000,212500,221000,225333,227667,225667,223000,223000,222667,221833,223500,230833
394908,62,"New Haven, CT",Msa,CT,257000,264667,271333,278333,281667,278333,269483,257983,248983,245500,247833,242683,247017,242850,248333,246333,249000,244000,241417,237083,233417,231833,232583,231083,235083,237583,253875,258542,268319,256577,250410,232383,233667,229900,234900,231567,237000,240333,250000,251667,251667,242000,232917,222917,216583,201000,196000,192000,207000,213500,230167,238167,243333,231667,221667,220167,221833,216833,210000,205583,215000,220000,234417,245000,256250,255583,244083,231167,216000,207500,204167,203750,210417,220417,232333,239767,240767,238433,235333,229667,223000,218633,211633,216550,218250,228150,232567,241400,248667,248333,240733,226900,222900,217667,217667,214333,217333,220483,233817,239817,246833,241833,239667,235500,233833,231000,224250,217583,218583,224583,239083,246417,254467,246633,240633,235667,233967,237467,232467,235167,234333,245000,255667,263967,264967,258267,252633,243050,238083,231083,230167,229883,234717,245217,257167,266667,264000,257333,253467,249433,247100,240967,236133,237500,243167,256467,264067,274150,279033,285400,282650,282667,278000,274983,270150,276800
394357,63,"Bakersfield, CA",Msa,CA,234167,232583,226917,221750,215917,206833,197500,188333,182333,175000,168000,162833,165250,162250,163750,162000,163667,160667,160500,160500,160000,154167,152500,148000,147333,148167,151500,154167,150000,145000,142000,143417,141750,141083,135500,135167,132167,134667,136667,140333,142000,140333,139333,137333,140583,139083,134417,129500,133500,136833,141833,141083,149417,149417,153000,150417,154750,155083,157583,159917,164917,170000,176667,182500,185833,187833,185333,186000,184083,187083,186667,188083,188417,192500,194333,196000,197083,200417,199917,199500,201833,202333,206333,202333,206417,205750,210747,213663,215330,213667,210000,208333,208333,208667,210000,208333,209667,210000,216667,220417,220667,217667,218250,221333,222667,217667,214000,213000,220333,222333,226333,226500,229500,231500,229667,230667,230667,230667,230000,228333,230833,233833,236583,240000,241000,241583,239667,237333,235667,234167,233467,236800,240550,245417,249083,251167,253667,251667,252667,252667,253667,250167,251500,252167,259667,260000,265000,265582,270582,271582,276000,279333,281667,282500,279167,284167
394753,64,"Knoxville, TN",Msa,TN,137389,143556,145100,149100,148833,147344,145677,141944,142667,139500,143467,143800,144867,143400,144733,143800,143467,139300,140333,139500,138000,134967,133967,137967,140333,142167,143067,146567,148466,145900,143566,140167,142500,141067,136733,135297,137897,143897,145000,144917,146550,143383,141467,134067,134555,133305,134072,130833,135417,140083,149000,149600,150950,149034,146000,143283,142200,136800,134167,133000,140833,150000,153833,154500,152500,151167,151167,148083,147399,143732,142113,142798,146198,151400,155733,159333,159567,156267,154017,150775,153058,148642,149983,147967,152217,155533,158633,164050,165733,164000,161000,159000,158000,156333,155000,156667,160000,163333,166988,168322,170405,167917,168217,167767,168267,166258,161625,163292,166083,172417,177383,179967,182297,181330,181330,181418,181585,178918,178833,181333,186667,190667,194000,199000,199300,197633,196670,201670,202803,201100,194467,194333,198505,206805,212438,215933,215937,217089,213787,214858,215372,216675,215633,217583,223150,226483,228233,232873,237840,240840,240780,239480,239480,238570,238237,241570
394653,65,"Greenville, SC",Msa,SC,144530,146500,151767,154633,156500,154333,152733,148733,147050,143317,145067,144750,144917,144000,141300,141300,141633,144667,143260,141227,139393,137433,136433,136683,138383,139000,140583,143625,145875,148563,148354,148694,142673,139806,137655,138939,140305,142794,146510,151510,152000,151277,147599,146406,144929,143940,142133,140249,141275,143441,150826,152850,155683,152458,151375,149675,147438,149961,148658,149153,146413,151083,157833,162733,163700,159217,156567,153267,155167,153083,151417,148883,147600,152917,156283,162983,162850,163167,162500,161317,160467,157800,157814,160014,160347,163189,168189,174523,176562,171395,167062,165500,165667,167879,168213,168879,169000,173833,180667,184567,184367,181022,182455,180155,180750,179250,178342,180259,182092,186333,189667,192667,194333,191333,189633,188633,191617,193317,192217,192233,192563,198863,203863,208533,205060,202727,199511,201117,203251,205800,208768,207618,209618,213283,218150,221483,222183,220592,218592,214592,213667,208317,208317,213183,221200,228533,229333,232000,234106,235773,237773,239487,241552,239852,236348,237617
394952,66,"Ventura, CA",Msa,CA,520833,519167,510833,511667,496667,483167,464833,449833,436667,416000,406000,389333,395000,398333,411333,418000,428000,431667,429667,415667,405667,401250,408583,415250,419833,418167,414833,413333,415500,424833,424833,424333,416167,411167,399500,398083,399583,409583,409833,411667,409333,405667,398583,399250,392917,388833,376917,383083,393917,405833,411333,411667,413333,413333,412000,413000,413000,416000,418333,422750,437750,449417,473333,485000,493333,491667,485000,481667,480000,487167,489500,491167,494667,503667,513000,522333,534333,530000,525000,510000,510000,506667,511833,513500,520167,526667,546000,554333,553500,539917,536583,540083,538667,540333,539333,546667,549167,557500,574750,579083,586417,568667,571500,570833,579333,576333,568667,570667,582333,595833,603833,602167,603167,600167,603833,612000,618167,625833,612833,606667,603667,617000,633500,633333,629333,624500,629667,631667,630000,613833,609583,604583,615750,620000,623083,624750,627750,628000,628000,625167,625167,627333,624500,629500,629000,636667,651667,670000,690000,710833,719500,727167,716667,723000,723833,730167
394318,67,"Allentown, PA",Msa,PA,192583,191917,196917,201650,209317,207617,203842,199508,196958,195750,190750,186667,181667,181667,185417,190417,190417,189667,186333,184667,184667,186343,188010,186643,184933,181600,184967,192113,199613,197930,190817,184950,183625,183592,184292,177283,171650,170383,177067,184067,183000,182500,177833,175233,172400,174067,170833,165000,160333,166967,176133,180617,180150,176983,176033,174700,171200,167333,165333,165000,168333,171333,175750,180750,188083,187333,184000,177633,180467,177133,173000,169817,168150,171983,174000,182317,183983,181983,177750,178750,175717,169950,163283,163483,165167,168500,177333,186320,188653,184570,177250,174583,172667,175333,173967,171467,170567,173900,180067,184933,189150,187817,182850,178000,177667,175333,172667,169333,171583,175417,182083,187133,193300,191633,190000,185000,185000,184967,179967,179300,180817,189817,195483,200083,204417,201050,199800,194800,195500,190667,187333,185000,188333,194667,202000,208667,212333,214000,210174,205174,201174,195000,195000,198333,206000,212667,217667,224967,228967,230633,232333,234967,234967,232633,228000,227333
394561,68,"El Paso, TX",Msa,TX,131633,132100,137117,139717,139250,136001,133107,133773,131856,130983,129950,129767,129783,125483,125908,127075,130725,129975,129792,127792,129467,129817,131150,127725,128042,127959,130350,131867,133625,134908,134733,134742,134475,132800,130708,129542,130133,130558,130892,130817,133483,133333,135483,133483,135650,131483,132800,130300,131650,130658,132658,135325,138633,139800,139633,139992,142808,141975,139343,136360,137352,137392,138025,141367,143871,143888,143204,141967,143633,139958,139467,136817,136825,139058,142042,145392,143650,141333,142667,142633,144633,139216,140566,138900,139983,139650,141967,147133,146817,144289,140772,143439,145650,145325,143742,141075,142200,142608,145933,147650,148498,147382,149532,149183,152318,149960,149302,147447,146822,148805,149967,152208,153725,153067,152142,151642,154150,154483,153133,152300,153997,155331,155664,157642,158100,157767,156425,157283,158950,156275,158142,157458,160133,160300,161650,165317,165317,166317,165158,166808,167808,167650,166317,166650,166650,168000,170317,175317,179817,183208,183595,182412,181037,181429,183096,183096
